feature,mi_feature_sensitive,mi_feature_target,cmi_feature_target_given_sensitive,entanglement_score,selection_count,selection_frequency,seed,scenario
P2_weak_proxy,0.12095727179110316,0.023127440797730214,0.007724101220098208,0.0009342862106214104,0,0.0,4,weak_joint_entangled
T1_target,4.206980089582757e-05,0.02208830714283394,0.0227252734701057,9.560477301905794e-07,0,0.0,4,weak_joint_entangled
T2_target,9.744234227948567e-06,0.008193673842256333,0.008466259718619178,8.24972177328712e-08,0,0.0,4,weak_joint_entangled
N1_noise,0.0001874546017908152,0.0001063391629212429,0.00039862548549712145,7.472418164753327e-08,0,0.0,4,weak_joint_entangled
N3_noise,0.00016625217371579737,0.0002559697921102888,0.0003840591611557222,6.385067037760455e-08,0,0.0,4,weak_joint_entangled
N6_noise,0.00011109207294879297,6.43178841963632e-07,0.0002585212299154751,2.8719659332581642e-08,0,0.0,4,weak_joint_entangled
N2_noise,1.1765280411468737e-05,0.00018198940745017822,0.0007910485376280783,9.30690786427662e-09,0,0.0,4,weak_joint_entangled
N5_noise,7.2985219898846765e-06,2.5313857269892992e-05,0.0002303840098725466,1.6814627621725899e-09,0,0.0,4,weak_joint_entangled
N4_noise,8.948572527422982e-07,0.0003049427793195836,0.0004441141738157444,3.974187894846726e-10,0,0.0,4,weak_joint_entangled
P3_weak_proxy,0.12773468972167024,0.03136888606407706,0.01259647050362712,0.0016090062513689813,0,0.0,5,weak_joint_entangled
P1_weak_proxy,0.11503190183917922,0.029052752250790848,0.011685529581167808,0.0013442086917197203,0,0.0,5,weak_joint_entangled
P2_weak_proxy,0.10775159178421156,0.021792704971877574,0.007464408528613431,0.0008043019006857417,0,0.0,5,weak_joint_entangled
T2_target,0.00015544943396772481,0.009180880562209337,0.01023894758959447,1.5916386072276608e-06,0,0.0,5,weak_joint_entangled
T1_target,1.2148931221034331e-05,0.025540587407716364,0.0271370903742363,3.2968664449558965e-07,0,0.0,5,weak_joint_entangled
N4_noise,0.0001810843759595393,6.402173036157421e-05,0.00020617514873814003,3.733509814761128e-08,0,0.0,5,weak_joint_entangled
N2_noise,0.00018806675884808222,2.127105339511104e-05,0.0001979583202345765,3.722937967352753e-08,0,0.0,5,weak_joint_entangled
N6_noise,6.131899343153613e-05,8.997622430229057e-06,0.0002036321508588639,1.2486518520964249e-08,0,0.0,5,weak_joint_entangled
N5_noise,0.0001037448031158128,4.082390025206273e-05,0.00010860478325958667,1.1267181856701341e-08,0,0.0,5,weak_joint_entangled
N3_noise,6.868458596542837e-06,0.00023179295058151084,0.0003848723792962421,2.6434800021491696e-09,0,0.0,5,weak_joint_entangled
N1_noise,2.7076560921157622e-05,5.280730366319375e-06,8.802179103324192e-05,2.383327387300981e-09,0,0.0,5,weak_joint_entangled
